flora_id,common_name,sci_name,family,genus,species_epithet,care_level,watering,origin,description,image_url
"2225","montbretia","Crocosmia pottsii","Iridaceae","Crocosmia","pottsii","Medium","Average","Temperate southern Africa","Montbretia (Crocosmia pottsii) is nothing short of amazing. This plant can grow up to 5 feet tall, and its bright orange flowers are a vibrant burst of colour in any garden. Montbretia is also an evergreen perennial, meaning it can thrive year-round in mild climates. Plus, its fragrant blooms attract bees and other pollinators. This easy-to-maintain plant is also pest and disease resistant, making it perfect for a beginner gardener. Montbretia makes a fantastic addition to any garden as they are both charming and low maintenance.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2225_crocosmia_pottsii/og/20107886040_2a73fa867b_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030650Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=75f6fba8ae2e5ab175990d6c3bdceab2f9b10d90830c783aa68942d399dc946d"
"1800","hinoki cypress","Chamaecyparis obtusa 'Nana'","Cupressaceae","Chamaecyparis","obtusa","Low","Average","Japan","The hinoki cypress (Chamaecyparis obtusa 'Nana') is an amazing plant species. It is an evergreen shrub that is very hardy and adaptable, making it an ideal choice for a variety of climates and landscapes. Its foliage is a fascinating deep green with dustings of yellow, and its texture is unique among cypress trees. Its 'Nana' form keeps the shape of a small, round bush, and its size makes it perfect for small landscapes or as a feature plant in larger gardens. The hinoki cypress is an elegant and versatile plant that brings a fun burst of color and texture to any area.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1800_chamaecyparis_obtusa_nana/og/46707478654_59f1a61e38_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030650Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=4c8dfd0ecd5b5946bd65f7e56c7c4a0f9f884720d22819f501d7cdefe798b177"
"1422","common box","Buxus sempervirens","Buxaceae","Buxus","sempervirens","Medium","Average","Southern Europe","Common box (Buxus sempervirens) is an amazing plant species due to its incredible hardiness and versatility. With its leathery, glossy leaves and distinctive, dense evergreen habit, this species requires very little maintenance and is highly tolerant to drought, frost, polluted air, and coastal locations. It grows well in both sun and shade, making it an ideal choice for hedging, topiary, and border edging. It is also a deer and rabbit resistant species! Ultimately, this easy-care species provides exceptional winter colour and year-round structure to any garden, making it a perfect choice for busy gardens.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1422_buxus_sempervirens/og/51944088906_7a93dc559c_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030650Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=5c6ad14371e63fdf884c0282238a93de3faeb8b8421916adc8041e6259513ba1"
"1742","sugarberry","Celtis laevigata","Cannabaceae","Celtis","laevigata","Medium","Frequent","Southern United States","The sugarberry (Celtis laevigata) is a magnificent deciduous tree that will bring beauty to any landscape. As a fast-growing, hardwood tree, it is well suited to brighten up your yard with lush, dense foliage. Its leaves are bright green in summer and yellow/purple in fall, complemented by showy clusters of white flowers in spring. In fall, the sugarberry produces a sweet, edible fruit with a unique flavor. Its strong, wide-spreading roots help to prevent soil erosion and also add great texture to the garden. The sugarberry is an excellent choice for any area due to its striking beauty and hardiness. It's no wonder this tree is an amazing addition to any landscape!","https://s3.us-central-1.wasabisys.com/perenual/species_image/1742_celtis_laevigata/og/brazil-universidade-estadual-paulista-julio-de-mesquita-filho-forest.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030651Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=11a3bc4b895e5dc05888b563b4553a8e5748c16ff74ec4121055be9b3fc5ad57"
"1339","smooth brome","Bromus inermis 'Skinner's Gold'","Poaceae","Bromus","inermis","Medium","Minimum","United States","Smooth brome (Bromus inermis 'Skinner's Gold') is an amazing grass species for many reasons. Its rich, golden-brown color has an eye-catching appeal that will add a vibrant look to any landscape. Its upright growth pattern and sturdy clump formation allow it to be used to create beautiful, formal structures in garden or yard. It's also highly tolerant of drought, so its care is very low maintenance. Its easy-to-grow characteristics make it an ideal addition to any space, and it is particularly suited for rock gardens or difficult-to-plant areas. Plus, its short stature and lack of aggressive tendencies make it an excellent choice for edging that adds clean lines and texture to the landscape. In short, Smooth brome is an adaptable and beautiful grass that is worthy of consideration for any garden or landscaping project.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1339_bromus_inermis_skinners_gold/og/52268197340_bb39283a28_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030651Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=77224ca98f861a1f4ddbc4d401c7318106fc857c3551a5540b3c64afe4c43a4a"
"568","painted buckeye","Aesculus sylvatica","Sapindaceae","Aesculus","sylvatica","Medium","Minimum","Southeastern United States","The painted buckeye (Aesculus sylvatica) is an amazing plant species that delights gardeners and nature-lovers alike. In late spring, this deciduous tree puts on a stunning show of blooms in shades of white, yellow and orange that contrast beautifully with its glossy green leaves. It is a prolific producer of fruits known as buckeyes, which when dried, can be made into attractive natural decorations. Besides its attractive features, the painted buckeye is also drought-tolerant and typically free of pests and diseases, making it perfect for any landscape. A great choice for any garden, the painted buckeye is a definite thumbs-up.","https://s3.us-central-1.wasabisys.com/perenual/species_image/568_aesculus_sylvatica/og/5023642954_ecfc48536a_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030651Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=ec435d87cf01bda741d50a10670e5a55b70491db006e1835846302b4dbe17afd"
"373","Macintosh Apple","Malus 'Macintosh'","","Malus","'Macintosh'","Medium","Frequent","United States","The Macintosh Apple (Malus 'Macintosh') is simply amazing. Not only does it taste sweet and juicy, but it also has its own unique flavor that you won't find in any other type of apple. Its firm flesh and rosy-red skin make it both beautiful and delicious. Its size makes it ideal for snacking, but it can also be used to make a variety of desserts. The Macintosh Apple is also incredibly resistant to disease and pests, making it an excellent choice for backyard orchards. Its long storage life makes it perfect for preserving or enjoying all season long. With so many great qualities, it's easy to see why the Macintosh Apple is truly amazing.","https://s3.us-central-1.wasabisys.com/perenual/species_image/373_malus_macintosh/og/515px-Malus_Nela.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030651Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=00e181d1ee7b38bf3eaad9489760ceca962b7bca3bebffe3a486b75b6186c802"
"1928","clematis","Clematis 'Henryi'","Ranunculaceae","Clematis","'Henryi'","Medium","Average","United Kingdom","The Clematis 'Henryi' is a stunning variety with an absolute showstopper of a flower. It is a fast-growing and easy to maintain climber, perfect for growing up walls, trellis, arches, and pergolas. The large white flowers with pinkish tips bloom from June to September, and are deeply cut and frilly. The foliage is a deep green color, providing a perfect contrast to show of the flowers better. Plant in a sunny or partially shaded spot, and you can look forward to a bush full of fabulous blooms that will draw admiration from visitors.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1928_clematis_henryi/og/1954176150_8802c82f6c_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030652Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=0bd855d7a916e6d6d08ac2ff88363696845d28f0640c7d8ffbd1158b775c3395"
"198","Japanese Hornbeam","Carpinus japonica","Betulaceae","Carpinus","japonica","Medium","Average","Japan","The Japanese Hornbeam (Carpinus japonica) is truly a magnificent and unique tree species! Native to Japan, this evergreen tree has a distinctive, multi-faceted trunk leading to a wonderfully bushy, dense canopy. Its simple, glossy green leaves will turn a beautiful golden-yellow in autumn and winter. The Japanese Hornbeam can live for more than 200 years, making it an incredibly rugged and reliable species. It is also relatively drought-tolerant and can thrive in both shade and full sun. It's perfect for urban settings, as it is highly resistant to air pollution and requires little maintenance. The Japanese Hornbeam is truly an amazing tree species!","https://s3.us-central-1.wasabisys.com/perenual/species_image/198_carpinus_japonica/og/21398773531_f81737abbd_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030652Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=e63f92a5b075058f0e38abc23a0ecf3ec145a52075fdba15f64033ee6893fe5e"
"1487","beautyberry","Callicarpa dichotoma 'Shiji Murasaki' WINE SPRITZER","Lamiaceae","Callicarpa","dichotoma","Medium","Average","Japan","‘Beautyberry’ is an extraordinary plant species that never ceases to amaze with its exotic beauty. It is a low-maintenance plant that, once established, will thrive in almost any conditions. The callicarpa dichotoma 'Shiji Murasaki' WINE SPRITZER has stunning deep purple foliage, and its branches are covered in a multitude of delicate, deep purple, eye-catching berries. This combination makes the beautyberry an engaging addition to any garden. It is most-adored for its vibrant colors in autumn and winter months, making a spectacular statement all year round.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1487_callicarpa_dichotoma_shiji_murasaki_wine_spritzer/og/52312086886_59f835089c_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030652Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=ab1f3158aee0b6b2452de4bf4573e5ac07c47aed732e8c752a065ccd4cbfb279"
"2860","Joe Pye weed","Eupatorium 'Phantom'","Asteraceae","Eupatorium","'Phantom'","Moderate","Frequent","North America","Joe Pye Weed (Eupatorium 'Phantom') is an amazing perennial plant that's perfect for gardens and landscaping. Its attractive, tall deep-green foliage and dense clusters of lavender-pink flowers draw attention and make it a great addition to any garden. Once established, Joe Pye Weed requires minimal maintenance and produces stunning visual interest year after year. It's a favorite of butterflies and is said to attract beneficial insects into the garden. It does well in a range of soils including clay and even damp areas, making it a versatile addition to your garden. Joe Pye Weed is truly a stunning and versatile plant, create a wildlife-friendly garden by adding this marvelous Joe Pye Weed.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2860_eupatorium_phantom/og/2560px-Eupatorium_maculatum_Phantom_2021-09-10_3604.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030653Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=1c8ff6d5b9ff77ae5eeaa8eb17818d22a4aea2d86e2c29147d40ae421920069e"
"1662","sedge","Carex pensylvanica 'Straw Hat'","Cyperaceae","Carex","pensylvanica","Easy","Minimum","Eastern North America","Sedge (Carex pensylvanica 'Straw Hat') is an amazing plant species for any green space. This sedge is straightforward to maintain, needing very little water or sunlight. It's also an evergreen, meaning it will stay colourful and lush all year round. The fluffy, bright golden flowers make a stunning display when in bloom throughout early summer, providing a wonderful visual contrast to whatever else is nearby. Plus, it has a great texture and lacks any significant insect or disease problems. All in all, it's an excellent addition to your garden, providing both colour and substance throughout the year.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1662_carex_pensylvanica_straw_hat/og/2560px-2015.08.22_11.09.12_IMG_0257_-_Flickr_-_andrey_zharkikh.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030653Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=b7651937ae726cafb7f5a3294ad38ca025d1c14f9eae606b9adf6743aa5e5212"
"968","purple-fruited chokeberry","Aronia prunifolia","Rosaceae","Aronia","prunifolia","Medium","Average","Eastern North America","The purple-fruited chokeberry (Aronia prunifolia) is an amazing plant species to behold. It has stunning dark purple-flecked foliage that turns magnificent shades of orange and red in the autumn and unique white to pale pink flowers that bloom in the spring. Both the fruits and leaves are completely edible and can be eaten raw, cooked, or dried and enjoyed in teas, jams, and syrups. As if that’s not enough, this plant - native to North America - is also highly adaptable and resilient to pests and disease, making it a gardeners dream. Growing up to five feet tall, the purple-fruited chokeberry is truly a beautiful and productive addition to the garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/968_aronia_prunifolia/og/50352225938_fcc00078d3_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030653Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=bf0b8af6269a07382cf3838a0ec3f197cb5d50da3258ea41288ab66b8edaa743"
"2579","coneflower","Echinacea 'Bravado'","Asteraceae","Echinacea","'Bravado'","Medium","Minimum","United States","Echinacea 'Bravado' is an amazing flower to have in your garden. This coneflower is both striking and adaptable for all sorts of sites. The daisy-like blooms are a vibrant purple color, while the flowers grow in clumps for an extra eye-catching appearance. It is an easy to grow perennials that will usually re-seed depending on your Gardens conditions. It is drought tolerant, deer resistant, and starts blooming in mid to late summer. 'Bravado' is also not prone to disease, and is beloved for its vibrant colors, long-lasting blooms, and rich aroma. This coneflower is an ideal addition to your garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2579_echinacea_bravado/og/4821738541_7e05a3d489_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030654Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=d170dedc72b3ecca844441b56ba15f5b45f0f5277ca39a14bdd20ebed56ac4b4"
"990","Italian arum","Arum italicum","Araceae","Arum","italicum","Medium","Average","Southern and western Europe","Italian arum is an amazing plant species for many reasons. Firstly, its evergreen foliage and uniquely-shaped spathe are eye-catching features that will light up any garden. Secondly, Italian arum is extremely temperature-tolerant, making it an ideal choice for more temperate regions. Additionally, the plant only needs minimal maintenance and requires little water or soil enrichment during its life cycle. Finally, its long-blooming and sometimes fragrant flowers produce berries that birds and other wildlife are sure to enjoy. It truly is a must-have for any garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/990_arum_italicum/og/48693499968_df49cf244d_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030654Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=04f537f0fab83feebacb7d2ff51036fd28eeae98813366e296b3fe730340d305"
"740","lily of the Incas","Alstroemeria 'Koice' INCA ICE","Alstroemeriaceae","Alstroemeria","'Koice'","Medium","Average","Peru","The lily of the Incas, Alstroemeria 'Koice' INCA ICE, is a stunningly beautiful flower. It produces clusters of white, cream, and pink blooms that are reminiscent of a fragrant summer meadow. The long-lasting, showy blossoms are perfect for a bouquet or display in the garden. Plus, the fern-like foliage is both attractive and easy to care for. Furthermore, this hardy little plant can tolerate heat, drought, and poor soils. Written up, this is an amazing variety of flower worth adding to any garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/740_alstroemeria_koice_inca_ice/og/51708474372_b2bfbc509a_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030654Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=2979dc592bc2a9deba49f5bfd74cdf4a64bcc80fe7aeabe28b7000c5cb1cd98b"
"1214","rex begonia","Begonia rex-cultorum","Begoniaceae","Begonia","rex-cultorum","Medium","Average","China","The Rex Begonia, or Begonia Rex-Cultorum, is truly an amazing type of plant. With its stunning and vibrant colors, intricate and intricate leaf structure, and overall lush appearance, the Rex Begonia is sure to transform any dull looking space. It is a low maintenance plant which is perfect for beginner gardeners and provides lasting beauty with little effort. Furthermore, the Rex Begonia is an air purifying plant which helps to reduce pollutants and toxins in the air. Its stunning foliage, easy maintenance and air purifying qualities make this an amazing and essential addition to any garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1214_begonia_rex-cultorum/og/28485232700_2b71265572_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030655Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=b90efcd1f5d81fcea3e406d7292f466b64c21e4b1be7b13c2b2509c22977683f"
"2861","spurge","Euphorbia amygdaloides","Euphorbiaceae","Euphorbia","amygdaloides","Medium","Minimum","Northern Africa","Spurge (Euphorbia amygdaloides) is an amazing plant species due to its unique and intricate flower heads. It is also popular for its bright glossy green leaves and its adaptability to various soil types. It prefers sunny locations and can typically be found in dry lawns, dunes, roadsides and disturbed soils. It is perfect for adding a splash of colour to any garden, as it produces a profusion of yellow flowers in the summer. Spurge can also be used for soil erosion control and it is deer resistant. In addition, it is highly toxic to grazing animals, making it an ideal plant for keeping unwanted animals away. With its easy care and aesthetic appeal, spurge is a wonderful addition to any garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2861_euphorbia_amygdaloides/og/51183886789_b9745e93c4_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030655Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=5e539f85bf947dfd55a98757c62e298099bc880c333649daf3c3e3f41583f641"
"1989","woolly white alder","Clethra tomentosa 'Cottondale'","Clethraceae","Clethra","tomentosa","Medium","Frequent","United States","Woolly White Alder (Clethra tomentosa 'Cottondale') is an amazing plant that has a great deal to offer to gardeners. This versatile shrub grows up to six feet tall and its dense mounded habit makes it ideal for a variety of uses. Its fragrant white flowers bloom from July to August and attract pollinators to the garden. The evergreen foliage is covered in a coat of furry ""wool"" that give it a unique and attractive look. Its deep roots make it a drought-tolerant variety and it is also tolerant of a variety of soil types. It is a great addition to any lawn or garden and the striking look and fragrance of the blooms will certainly enliven any space.",""
"515","grassy-leaved sweet flag","Acorus gramineus","Acoraceae","Acorus","gramineus","Low","Frequent","Eastern Asia","Grassy-leaved sweet flag (Acorus gramineus) is an amazing species of grass with stunning foliage and sweet-smelling flowers. Its unique grassy foliage adds texture and interest to any garden, while its fragrant foliage can scent the garden with its sweet aroma. In addition, its deer-resistant, drought-tolerant, and low-maintenance qualities make it a great landscape choice. Its foliage also turns a golden orange color in the fall months and can be used as a filler in garden beds and containers. Grassy-leaved sweet flag is an excellent choice for any gardener who wants a unique and beautiful plant with a pleasant scent.","https://s3.us-central-1.wasabisys.com/perenual/species_image/515_acorus_gramineus/og/43357997720_ae5f9d1fe6_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030655Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=5aede066c75ebba46d4790640421b3a502a54e740bfcc0f281363dd9c22e3ea2"
"2147","bloodtwig dogwood","Cornus sanguinea 'Winter Beauty'","Cornaceae","Cornus","sanguinea","Medium","Average","United Kingdom","The bloodtwig dogwood (Cornus sanguinea 'Winter Beauty') is an amazing plant species for a few reasons. Its deep red winter twigs and orange-tinted red-brown bark creates an extraordinary winter landscape full of stark contrasts. During summertime, the plant produces tiny white flowers that attract beneficial pollinators, while its bright red fruits attract wild birds. Its versatility also makes it a popular choice for landscapers, thriving in sunny and shady spots alike. Easy to care for, this plant thrives in most soil types and doesn't require frequent pruning. Winter Beauty bloodtwig dogwood is the perfect addition to any garden, providing year-round interest with its stunning winter and summer colors.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2147_cornus_sanguinea_winter_beauty/og/branch-bush-siberian-dogwood-cornus-alba-sibirica.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030656Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=33478674cac1b277fc7767e2ddff594a3739274ac420accb9a7f5fdfd02fd1d5"
"178","Princess Diana Serviceberry","Amelanchier x grandiflora 'Princess Diana'","","Amelanchier","","Moderate","Average","Canada","The Princess Diana Serviceberry is a beautiful flowering shrub with a long season of interest. In the spring, it's adorned with delicate white flowers that give off a sweet fragrance, followed by a bounty of tasty berries in the summer. In the fall, its foliage turns an array of red, yellow and orange hues. As a bonus feature, its shallow roots make it perfect for planting near pavements and driveways. One of the most low-maintenance plants you can find, it's an excellent choice for a small garden. Plus, it'll attract butterflies and other beneficial insects. Princess Diana Serviceberry truly is an amazing plant for any gardener.","https://s3.us-central-1.wasabisys.com/perenual/species_image/178_amelanchier_x_grandiflora_princess_diana/og/Amelanchier_x_grandiflora_Autumn_Brilliance_11zz.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030656Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=54691189bcdb905d67152ec242832b6d43cd51c21f8caea109d58d576134a4ae"
"2634","purple coneflower","Echinacea purpurea 'Lilliput'","Asteraceae","Echinacea","purpurea","Low","Minimum","Eastern and central North America","The purple coneflower (Echinacea purpurea 'Lilliput') is an amazing plant for its beauty and resilience. The vivid magenta petals and prominent coned center of this plant create an eye-catching display of color wherever they are planted. The coneflower thrives in many climates, and can survive a variety of conditions, making it an easy choice for any garden. It is great for landscaping, attracting butterflies, and is even thought to have medicinal effects. A great choice for all gardeners, the purple coneflower is a beautiful and hardy addition to any outdoor space.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2634_echinacea_purpurea_lilliput/og/1280px-Echinacea_purpurea_28purple_coneflowers29_3_283856647215529.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030656Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=c0280a0e917a7a2b03d72e0ffaec6a3b9633147ef011707c2fef3a3bb0813907"
"2449","diascia","Diascia integerrima 'Coral Canyon'","Scrophulariaceae","Diascia","integerrima","Medium","Average","South Africa","Diascia integerrima 'Coral Canyon' is a delightful and stunning plant that will add delightful texture and color to any garden. It produces large spires of open, coral-pink flowers tipped with white. Its flowers are held in clusters over an extended blooming period, creating a long lasting and beautiful display. With its dainty foliage and compact habit, 'Coral Canyon' is an excellent choice for container gardening. It is drought tolerant, requires minimal care and can tolerate full sun to partial shade for maximum flowering. It also provides an ideal food source for pollinators, making it a great choice for support of local biodiversity. Overall, Diascia integerrima 'Coral Canyon' is a stunning plant with numerous benefits.",""
"1243","Japanese barberry","Berberis thunbergii f. atropurpurea","Berberidaceae","Berberis","thunbergii","","Minimum","Japan","The Japanese barberry (Berberis thunbergii f. atropurpurea) is an amazing ornamental shrub. Its deep, dark purple leaves and bright yellow flowers are sure to provide a burst of colour to any garden. The plant is incredibly easy to maintain and is resistant to both pests and disease. This hardy evergreen species will stay vibrant throughout the year, even in winter. Additionally, it is low maintenance and drought tolerant; the perfect addition to any low-care garden. This fantastic offering of both visual appeal and reliability makes the Japanese barberry an excellent choice.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1243_berberis_thunbergii_f_atropurpurea/og/48473179446_4d4dcfc6f2_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030657Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=1aaedeb1670e7aebddbbf06779b5d890ae5c63413809a9866648614f5b406c29"
